model,scope,metric,label,layer,n_total,n_valid,n_undefined,mean,q25,median,q75
qwen2_5_vl_7b,all,gross_gain,REAL,23,1006,1006,0,0.5724295609639553,0.5406701213639432,0.5662824336848508,0.5979693288624102
qwen2_5_vl_7b,all,gross_gain,REAL,24,1006,1006,0,0.5440771116928739,0.4766263788186002,0.5280648618982404,0.5969065340739869
qwen2_5_vl_7b,all,gross_gain,REAL,25,1006,1006,0,0.42342904764617384,0.39150406023009326,0.4165381828869713,0.44600243071279777
qwen2_5_vl_7b,all,gross_gain,REAL,26,1006,1006,0,0.38565733128287183,0.3582933427196575,0.3789168329300895,0.4050268338270342
qwen2_5_vl_7b,all,gross_gain,REAL,27,1006,1006,0,0.43820533261725786,0.4004267103402325,0.43110722961606285,0.4689717891164043
qwen2_5_vl_7b,all,gross_gain,REAL,28,1006,1006,0,0.6872740020486588,0.5974300005619007,0.6625843853665496,0.7478059292667375
qwen2_5_vl_7b,all,gross_gain,HALL,1,122,122,0,1.0722750693351455,0.9052823249811204,1.052173951030261,1.200460302442457
qwen2_5_vl_7b,all,gross_gain,HALL,2,122,122,0,0.4235320028869211,0.3535732184499738,0.39970411402485595,0.46945853818121586
qwen2_5_vl_7b,all,gross_gain,HALL,3,122,122,0,0.4419287506203316,0.37818275938857204,0.42497676590422007,0.47596568950428264
qwen2_5_vl_7b,all,gross_gain,HALL,4,122,122,0,0.485920507104127,0.4451861337110856,0.48882342841322074,0.5231193731856804
qwen2_5_vl_7b,all,gross_gain,HALL,5,122,122,0,0.6342509514001379,0.5717201519339778,0.6319591975292763,0.6785576790621964
qwen2_5_vl_7b,all,gross_gain,HALL,6,122,122,0,0.6370192922331044,0.5814666804914326,0.6428566702190619,0.688661724296521
