model,family,feature_set,threshold_rule,ensemble_auroc,ensemble_real_aupr,ensemble_hall_aupr,real_precision,real_recall,real_f1,hall_precision,hall_recall,hall_f1,seed_auc_mean,seed_auc_std
qwen3_vl_8b,xgboost,AE+a,fixed_0.5,0.8866429570355552,0.9734376006682153,0.6206210636398499,0.8849104859335039,0.9645559538032656,0.9230182926829268,0.6931034482758621,0.38953488372093026,0.4987593052109181,0.8811251166701141,0.0021224124148125313
qwen3_vl_8b,xgboost,AE+a,train_f1,0.8866429570355552,0.9734376006682153,0.6206210636398499,0.8959819752159219,0.9502190362405416,0.9223038268264399,0.6565934065934066,0.4631782945736434,0.5431818181818182,0.8811251166701141,0.0021224124148125313
llava_1_5_7b,xgboost,AE+g,fixed_0.5,0.8931002012347259,0.9656738982533941,0.6889410687732395,0.8821917808219178,0.9249076733688962,0.9030448717948718,0.6903553299492385,0.5754583921015515,0.6276923076923077,0.8924352064117308,0.0003103403941452627
llava_1_5_7b,xgboost,AE+g,train_f1,0.8931002012347259,0.9656738982533941,0.6889410687732395,0.8863366336633663,0.9183422240459581,0.9020556227327691,0.679549114331723,0.5952045133991537,0.6345864661654136,0.8924352064117308,0.0003103403941452627
internvl_2_5_8b,xgboost,AE+g,fixed_0.5,0.8538760507567584,0.9668359245426359,0.5205753471373162,0.8819255222524978,0.9671314741035857,0.9225653206650831,0.6312849162011173,0.30294906166219837,0.40942028985507245,0.8493657185378236,0.0015651908259548242
internvl_2_5_8b,xgboost,AE+g,train_f1,0.8538760507567584,0.9668359245426359,0.5205753471373162,0.892823418319169,0.9417330677290837,0.9166262724188076,0.5551330798479087,0.3914209115281501,0.4591194968553459,0.8493657185378236,0.0015651908259548242
qwen2_5_vl_7b,xgboost,AE+g,fixed_0.5,0.8569427834633309,0.9786797191850085,0.43048860113486637,0.9054373522458629,0.9890251775338929,0.945387226164764,0.575,0.12568306010928962,0.2062780269058296,0.8556927849332255,0.0015275169297260262
qwen2_5_vl_7b,xgboost,AE+g,train_f1,0.8569427834633309,0.9786797191850085,0.43048860113486637,0.9252163164400494,0.9664299548095545,0.94537417113988,0.543859649122807,0.33879781420765026,0.4175084175084175,0.8556927849332255,0.0015275169297260262
qwen3_vl_8b,xgboost,AE+g,fixed_0.5,0.8892701570454342,0.9742864603452208,0.622807808668512,0.886006576543661,0.9657506969334926,0.9241615853658537,0.7034482758620689,0.3953488372093023,0.5062034739454094,0.8841716601990003,0.00013201730148589314
qwen3_vl_8b,xgboost,AE+g,train_f1,0.8892701570454342,0.9742864603452208,0.622807808668512,0.904397705544933,0.9418558343289526,0.9227467811158798,0.6456310679611651,0.5155038759689923,0.5732758620689655,0.8841716601990003,0.00013201730148589314
llava_1_5_7b,xgboost,U_SN,fixed_0.5,0.8993421239205409,0.9679131661197542,0.7094437360015104,0.8872684272763106,0.9236766516208453,0.9051065540812223,0.6945812807881774,0.5966149506346967,0.6418816388467374,0.8987174493522619,0.0004718734270119225
llava_1_5_7b,xgboost,U_SN,train_f1,0.8993421239205409,0.9679131661197542,0.7094437360015104,0.8955823293172691,0.9150594993844892,0.9052161558757865,0.6844512195121951,0.6332863187588152,0.6578754578754579,0.8987174493522619,0.0004718734270119225
internvl_2_5_8b,xgboost,U_SN,fixed_0.5,0.8606839398438417,0.9694064242935122,0.5305198963154719,0.8816568047337278,0.9646414342629482,0.9212841854934601,0.6141304347826086,0.30294906166219837,0.40574506283662476,0.8560509970840499,0.0023339802194527427
internvl_2_5_8b,xgboost,U_SN,train_f1,0.8606839398438417,0.9694064242935122,0.5305198963154719,0.8978136882129277,0.9407370517928287,0.9187743190661478,0.5703971119133574,0.42359249329758714,0.48615384615384616,0.8560509970840499,0.0023339802194527427
qwen2_5_vl_7b,xgboost,U_SN,fixed_0.5,0.8710184959801317,0.9818979494114466,0.4491310324994443,0.9095776323616894,0.987088444157521,0.9467492260061919,0.6078431372549019,0.16939890710382513,0.26495726495726496,0.8692410991990837,0.001181643000951749
qwen2_5_vl_7b,xgboost,U_SN,train_f1,0.8710184959801317,0.9818979494114466,0.4491310324994443,0.9270118527760449,0.9593285990961911,0.9428934010152284,0.5116279069767442,0.36065573770491804,0.4230769230769231,0.8692410991990837,0.001181643000951749
qwen3_vl_8b,xgboost,U_SN,fixed_0.5,0.895458432509362,0.9758075190330668,0.6395965797395385,0.8930284028033936,0.96415770609319,0.9272309459977021,0.7151898734177216,0.437984496124031,0.5432692307692307,0.8900769431040887,0.0017517473079825562
qwen3_vl_8b,xgboost,U_SN,train_f1,0.895458432509362,0.9758075190330668,0.6395965797395385,0.9087040618955513,0.9354838709677419,0.9218995290423861,0.6334841628959276,0.5426356589147286,0.5845511482254697,0.8900769431040887,0.0017517473079825562
llava_1_5_7b,xgboost,H_SN,fixed_0.5,0.9033511919265346,0.9695218362423483,0.7162282618299277,0.8852779953014879,0.9277800574476815,0.906030855539972,0.7027027027027027,0.5867418899858956,0.6395080707148347,0.9024673295007871,0.000968827104284317
llava_1_5_7b,xgboost,H_SN,train_f1,0.9033511919265346,0.9695218362423483,0.7162282618299277,0.8942731277533039,0.9162905211325401,0.9051479529793272,0.6856702619414484,0.6276445698166432,0.6553755522827688,0.9024673295007871,0.000968827104284317
internvl_2_5_8b,xgboost,H_SN,fixed_0.5,0.8704918930177414,0.9713205706679906,0.5665807925815758,0.8872593950504125,0.9641434262948207,0.9241050119331742,0.6381909547738693,0.34048257372654156,0.44405594405594406,0.8652438948406553,0.0026933540376909582
internvl_2_5_8b,xgboost,H_SN,train_f1,0.8704918930177414,0.9713205706679906,0.5665807925815758,0.8961466165413534,0.9497011952191236,0.9221470019342359,0.6007905138339921,0.4075067024128686,0.48562300319488816,0.8652438948406553,0.0026933540376909582
qwen2_5_vl_7b,xgboost,H_SN,fixed_0.5,0.8747155753579783,0.9823782371796157,0.47217010776045754,0.9095776323616894,0.987088444157521,0.9467492260061919,0.6078431372549019,0.16939890710382513,0.26495726495726496,0.8729223037131894,0.0012615675330059767
qwen2_5_vl_7b,xgboost,H_SN,train_f1,0.8747155753579783,0.9823782371796157,0.47217010776045754,0.9258343634116193,0.9670755326016786,0.9460056836122513,0.5526315789473685,0.3442622950819672,0.42424242424242425,0.8729223037131894,0.0012615675330059767
qwen3_vl_8b,xgboost,H_SN,fixed_0.5,0.9002713641373306,0.976516378142619,0.6562401084592213,0.8882374496152436,0.965352449223417,0.9251908396946565,0.7080536912751678,0.40891472868217055,0.5184275184275184,0.8949570211482912,0.000981765407964657
qwen3_vl_8b,xgboost,H_SN,train_f1,0.9002713641373306,0.976516378142619,0.6562401084592213,0.9047981721249048,0.946236559139785,0.9250535331905781,0.6633416458852868,0.5155038759689923,0.5801526717557252,0.8949570211482912,0.000981765407964657
llava_1_5_7b,xgboost,U_SK,fixed_0.5,0.8999179897594269,0.9686237851048034,0.7075915595983969,0.8889770023790642,0.9199835863766926,0.9042145593869731,0.6875,0.6050775740479548,0.6436609152288072,0.8991027103506725,0.00014544137428852704
llava_1_5_7b,xgboost,U_SK,train_f1,0.8999179897594269,0.9686237851048034,0.7075915595983969,0.8899920571882446,0.919573245794009,0.9045408678102926,0.6878980891719745,0.609308885754584,0.6462228870605834,0.8991027103506725,0.00014544137428852704
internvl_2_5_8b,xgboost,U_SK,fixed_0.5,0.8723357241276182,0.9730860797844684,0.5449870928205561,0.8836463582226294,0.9606573705179283,0.9205440229062276,0.601010101010101,0.3190348525469169,0.4168126094570928,0.8675723824986025,0.0015314462283720473
internvl_2_5_8b,xgboost,U_SK,train_f1,0.8723357241276182,0.9730860797844684,0.5449870928205561,0.8930406352171882,0.952191235059761,0.9216678717763317,0.6,0.38605898123324395,0.4698205546492659,0.8675723824986025,0.0015314462283720473
qwen2_5_vl_7b,xgboost,U_SK,fixed_0.5,0.8656492642882594,0.9807015160091397,0.46046404932005286,0.9091988130563798,0.9890251775338929,0.9474335188620903,0.6382978723404256,0.16393442622950818,0.2608695652173913,0.8638771591284583,0.0017032904392788072
qwen2_5_vl_7b,xgboost,U_SK,train_f1,0.8656492642882594,0.9807015160091397,0.46046404932005286,0.9193154034229829,0.9709489993544222,0.9444270015698587,0.53125,0.2786885245901639,0.3655913978494624,0.8638771591284583,0.0017032904392788072
qwen3_vl_8b,xgboost,U_SK,fixed_0.5,0.8939063469571097,0.9755484996042565,0.6421626965514229,0.8895007342143906,0.9649542015133413,0.9256924546322827,0.7095709570957096,0.4166666666666667,0.525030525030525,0.8888886316229264,0.0023523158271774765
qwen3_vl_8b,xgboost,U_SK,train_f1,0.8939063469571097,0.9755484996042565,0.6421626965514229,0.9023836549375709,0.9498207885304659,0.9254947613504074,0.671875,0.5,0.5733333333333334,0.8888886316229264,0.0023523158271774765
llava_1_5_7b,xgboost,H_SK,fixed_0.5,0.9059341961867842,0.9707344917650158,0.7266246183869006,0.8894571203776553,0.9277800574476815,0.908214500903796,0.7086092715231788,0.6036671368124118,0.6519421172886519,0.9049176048842683,0.0009663501843154194
llava_1_5_7b,xgboost,H_SK,train_f1,0.9059341961867842,0.9707344917650158,0.7266246183869006,0.8960256924929747,0.9158801805498564,0.9058441558441559,0.6870229007633588,0.6346967559943583,0.6598240469208211,0.9049176048842683,0.0009663501843154194
internvl_2_5_8b,xgboost,H_SK,fixed_0.5,0.8734639191224378,0.9724279874915178,0.570327746961928,0.8825136612021858,0.9651394422310757,0.9219790675547098,0.6216216216216216,0.30831099195710454,0.4121863799283154,0.8689842951696342,0.0008205187828377604
internvl_2_5_8b,xgboost,H_SK,train_f1,0.8734639191224378,0.9724279874915178,0.570327746961928,0.8949835911861228,0.9506972111553785,0.9219995170248733,0.6008064516129032,0.39946380697050937,0.47987117552334946,0.8689842951696342,0.0008205187828377604
qwen2_5_vl_7b,xgboost,H_SK,fixed_0.5,0.87447216078062,0.9823359436237222,0.4801922916622394,0.9096850861556743,0.9883795997417689,0.9474009900990099,0.6326530612244898,0.16939890710382513,0.2672413793103448,0.8724442939272179,0.0035635501184161987
qwen2_5_vl_7b,xgboost,H_SK,train_f1,0.87447216078062,0.9823359436237222,0.4801922916622394,0.9213275968039336,0.9677211103938025,0.9439546599496221,0.5238095238095238,0.3005464480874317,0.3819444444444444,0.8724442939272179,0.0035635501184161987
qwen3_vl_8b,xgboost,H_SK,fixed_0.5,0.8997110388708289,0.9767184635867278,0.66098954315146,0.8901542983100661,0.9649542015133413,0.9260462449837569,0.7114754098360656,0.42054263565891475,0.5286236297198539,0.8935496476999908,0.0007772190161537407
qwen3_vl_8b,xgboost,H_SK,train_f1,0.8997110388708289,0.9767184635867278,0.66098954315146,0.9016641452344932,0.9494225408203902,0.9249272550921436,0.6684073107049608,0.49612403100775193,0.5695216907675195,0.8935496476999908,0.0007772190161537407
llava_1_5_7b,xgboost,raw_AE+S+N_vec,fixed_0.5,0.8929838705476744,0.9658393748292113,0.6931187453441726,0.8836477987421384,0.9224456298727944,0.9026299939771131,0.686046511627907,0.5825105782792666,0.6300533943554538,0.8922474953694405,0.0007643637039249664
llava_1_5_7b,xgboost,raw_AE+S+N_vec,train_f1,0.8929838705476744,0.9658393748292113,0.6931187453441726,0.8895116092874299,0.9117767747230201,0.9005065856129686,0.6682098765432098,0.610719322990127,0.6381724392041267,0.8922474953694405,0.0007643637039249664
internvl_2_5_8b,xgboost,raw_AE+S+N_vec,fixed_0.5,0.8581725377311131,0.9681805322529715,0.5312401161541145,0.8812016385980883,0.9641434262948207,0.920808561236623,0.6086956521739131,0.3002680965147453,0.4021543985637343,0.8539347970050096,0.0018596436970339696
internvl_2_5_8b,xgboost,raw_AE+S+N_vec,train_f1,0.8581725377311131,0.9681805322529715,0.5312401161541145,0.8979591836734694,0.9422310756972112,0.9195625759416768,0.5766423357664233,0.42359249329758714,0.4884080370942813,0.8539347970050096,0.0018596436970339696
qwen2_5_vl_7b,xgboost,raw_AE+S+N_vec,fixed_0.5,0.860142450443967,0.9795412952041455,0.430906870460553,0.9070455891059799,0.9890251775338929,0.9462631253860407,0.6046511627906976,0.14207650273224043,0.23008849557522124,0.8585902415448711,0.0010505700755625226
qwen2_5_vl_7b,xgboost,raw_AE+S+N_vec,train_f1,0.860142450443967,0.9795412952041455,0.430906870460553,0.9216533004318322,0.9644932214331827,0.9425867507886435,0.5045045045045045,0.30601092896174864,0.38095238095238093,0.8585902415448711,0.0010505700755625226
qwen3_vl_8b,xgboost,raw_AE+S+N_vec,fixed_0.5,0.8881132320117066,0.9734465066552636,0.6191408640138114,0.8848263254113345,0.9637594583831143,0.9226077011056043,0.6883561643835616,0.38953488372093026,0.4975247524752475,0.8822905314806068,0.002697343579208156
qwen3_vl_8b,xgboost,raw_AE+S+N_vec,train_f1,0.8881132320117066,0.9734465066552636,0.6191408640138114,0.9050535987748851,0.9414575866188769,0.9228967401912942,0.6457831325301204,0.5193798449612403,0.5757250268528464,0.8822905314806068,0.002697343579208156
llava_1_5_7b,xgboost,AE+s+L(N_end),fixed_0.5,0.8933241812142725,0.9661062857526443,0.6940730200300168,0.8839952811639795,0.9224456298727944,0.9028112449799197,0.6865671641791045,0.5839210155148096,0.6310975609756098,0.8925633052114025,0.0007029701264155498
llava_1_5_7b,xgboost,AE+s+L(N_end),train_f1,0.8933241812142725,0.9661062857526443,0.6940730200300168,0.8936514355034372,0.9068526877308166,0.90020366598778,0.662704309063893,0.6290550070521862,0.6454413892908828,0.8925633052114025,0.0007029701264155498
internvl_2_5_8b,xgboost,AE+s+L(N_end),fixed_0.5,0.8601071584973778,0.9688294771430823,0.5333450579243022,0.8823262153566561,0.9671314741035857,0.922784509384652,0.6333333333333333,0.30563002680965146,0.41229656419529837,0.8553046527028615,0.002274397327127932
internvl_2_5_8b,xgboost,AE+s+L(N_end),train_f1,0.8601071584973778,0.9688294771430823,0.5333450579243022,0.8952067669172933,0.9487051792828686,0.9211798839458414,0.5928853754940712,0.40214477211796246,0.4792332268370607,0.8553046527028615,0.002274397327127932
qwen2_5_vl_7b,xgboost,AE+s+L(N_end),fixed_0.5,0.8604281979913007,0.9797832769952852,0.43055171035819595,0.906508875739645,0.9890251775338929,0.9459709786971288,0.5952380952380952,0.1366120218579235,0.2222222222222222,0.858980057643394,0.0009142550871155944
qwen2_5_vl_7b,xgboost,AE+s+L(N_end),train_f1,0.8604281979913007,0.9797832769952852,0.43055171035819595,0.9213275968039336,0.9677211103938025,0.9439546599496221,0.5238095238095238,0.3005464480874317,0.3819444444444444,0.858980057643394,0.0009142550871155944
qwen3_vl_8b,xgboost,AE+s+L(N_end),fixed_0.5,0.8891103948826713,0.9738185825686893,0.6206716111699621,0.8856304985337243,0.9621664675428117,0.9223134185913342,0.6822742474916388,0.3953488372093023,0.5006134969325153,0.8833450646612272,0.001815479398440149
qwen3_vl_8b,xgboost,AE+s+L(N_end),train_f1,0.8891103948826713,0.9738185825686893,0.6206716111699621,0.9067634696217043,0.945041816009558,0.9255070202808112,0.6634146341463415,0.5271317829457365,0.5874730021598272,0.8833450646612272,0.001815479398440149
llava_1_5_7b,xgboost,AE+s+kappa_end,fixed_0.5,0.8953133780868869,0.9668091668334264,0.7027100092672857,0.88801261829653,0.924086992203529,0.9056907299416851,0.6967213114754098,0.5994358251057827,0.6444275966641395,0.8944290333614416,0.0003753478239009505
llava_1_5_7b,xgboost,AE+s+kappa_end,train_f1,0.8953133780868869,0.9668091668334264,0.7027100092672857,0.8918163672654691,0.9167008617152236,0.9040874140024282,0.6833073322932918,0.6177715091678421,0.6488888888888888,0.8944290333614416,0.0003753478239009505
internvl_2_5_8b,xgboost,AE+s+kappa_end,fixed_0.5,0.8729418785982077,0.972163882275365,0.5505603188754753,0.879583521955636,0.9676294820717132,0.921508181171449,0.622093023255814,0.2868632707774799,0.3926605504587156,0.8670939566132253,0.002226458351790334
internvl_2_5_8b,xgboost,AE+s+kappa_end,train_f1,0.8729418785982077,0.972163882275365,0.5505603188754753,0.8955785512699906,0.9482071713147411,0.9211417513304305,0.592156862745098,0.40482573726541554,0.48089171974522293,0.8670939566132253,0.002226458351790334
qwen2_5_vl_7b,xgboost,AE+s+kappa_end,fixed_0.5,0.8593875124794067,0.9795480240884782,0.4495244461006968,0.9072104018912529,0.9909619109102646,0.947238506633755,0.65,0.14207650273224043,0.23318385650224216,0.8581198752118118,0.0014020043602228395
qwen2_5_vl_7b,xgboost,AE+s+kappa_end,train_f1,0.8593875124794067,0.9795480240884782,0.4495244461006968,0.9206349206349206,0.973531310522918,0.9463445246313147,0.5638297872340425,0.2896174863387978,0.38267148014440433,0.8581198752118118,0.0014020043602228395
qwen3_vl_8b,xgboost,AE+s+kappa_end,fixed_0.5,0.8926591215705162,0.9754693686371818,0.6251956679974919,0.8816460305899491,0.96415770609319,0.9210576374357999,0.6797153024911032,0.3701550387596899,0.479297365119197,0.8871168409386297,0.0022901408787264323
qwen3_vl_8b,xgboost,AE+s+kappa_end,train_f1,0.8926591215705162,0.9754693686371818,0.6251956679974919,0.8979206049149339,0.9458383114297093,0.9212567882079131,0.643979057591623,0.47674418604651164,0.5478841870824054,0.8871168409386297,0.0022901408787264323
