signal,split,layer,label,n,mean,median,p10,p90
Q_negative,test,4,REAL,2437,2.0229072106303647e-05,0.0,0.0,5.141600013303105e-06
Q_negative,test,5,REAL,2437,9.569290705258027e-05,0.0,0.0,4.2165596823906526e-05
Q_negative,test,6,REAL,2437,0.0009854628005996346,3.4645026971702464e-06,0.0,0.0033991499803960323
Q_negative,test,7,REAL,2437,0.0009180271881632507,4.5832803152734414e-05,0.0,0.002784919925034046
Q_negative,test,8,REAL,2437,0.0018334503984078765,3.988119715359062e-05,0.0,0.004957637749612331
Q_negative,test,9,REAL,2437,0.004572654142975807,0.0006588175892829895,0.0,0.008671796880662441
Q_negative,test,10,REAL,2437,0.002355661941692233,0.0007308750064112246,0.0,0.006761513650417328
Q_negative,test,11,REAL,2437,0.006335099693387747,0.0051061175763607025,9.03723412193358e-05,0.013984688557684422
Q_negative,test,12,REAL,2437,0.038845088332891464,0.018220530822873116,0.002703036880120635,0.09800311177968979
Q_negative,test,13,REAL,2437,0.009779451414942741,0.003987979143857956,0.00025926277157850564,0.026006456464529037
Q_negative,test,14,REAL,2437,0.007151568308472633,0.004354714881628752,1.4955111510062125e-05,0.017666421830654144
Q_negative,test,15,REAL,2437,0.013200590386986732,0.009198367595672607,0.002327630063518882,0.02752763032913208
Q_negative,test,16,REAL,2437,0.008006678894162178,0.004656300414353609,0.0002367108827456832,0.01786930486559868
Q_negative,test,17,REAL,2437,0.017335502430796623,0.016279811039566994,0.0038529408629983664,0.031173374503850937
Q_negative,test,18,REAL,2437,0.00879277940839529,0.0051337433978915215,0.0002154101530322805,0.020248694345355034
Q_negative,test,19,REAL,2437,0.011682312935590744,0.010328760370612144,0.003595810616388917,0.02036140114068985
Q_negative,test,20,REAL,2437,0.002557257888838649,0.0003567741659935564,0.0,0.005333937704563141
Q_negative,test,21,REAL,2437,0.011309204623103142,0.0040337746031582355,1.3774834769719746e-05,0.02354745753109455
Q_negative,test,22,REAL,2437,0.005386929959058762,0.0015753682237118483,6.803797077736817e-06,0.013205357827246189
Q_negative,test,23,REAL,2437,0.014550023712217808,0.005267139058560133,2.932079223683104e-05,0.0348626971244812
Q_negative,test,24,REAL,2437,0.0021997541189193726,0.00011478453961899504,0.0,0.0030670729465782642
Q_negative,test,25,REAL,2437,0.013959980569779873,0.004026223439723253,0.0001107355419662781,0.032897450029850006
Q_negative,test,26,REAL,2437,0.010777260176837444,0.0012290776940062642,0.0,0.0219575148075819
Q_negative,test,27,REAL,2437,0.018478773534297943,0.00017602244042791426,0.0,0.040677156299352646
Q_negative,test,28,REAL,2437,0.0003631747094914317,0.0,0.0,6.877358828205615e-05
Q_negative,test,29,REAL,2437,0.006164655089378357,0.00016584291006438434,0.0,0.014331769198179245
Q_negative,test,30,REAL,2437,0.004631104413419962,0.0002721828641369939,0.0,0.009443534538149834
Q_negative,test,31,REAL,2437,0.0002409659791737795,0.0,0.0,0.0
Q_negative,test,32,REAL,2437,0.18370404839515686,0.13627757132053375,0.02264108508825302,0.41757071018218994
B_Q,train,1,HALL,2778,7.34068380552344e-05,0.0,0.0,3.323562123114243e-05
B_Q,train,2,HALL,2778,0.0060601383447647095,0.004278765060007572,0.0006448709173128009,0.013677796348929405
B_Q,train,3,HALL,2778,0.0004167618462815881,0.0,0.0,0.0007751708035357296
B_Q,train,4,HALL,2778,1.8370903489994816e-05,0.0,0.0,7.616354480433074e-08
B_Q,train,5,HALL,2778,2.348708949284628e-05,0.0,0.0,1.6101957953651436e-06
B_Q,train,6,HALL,2778,0.00017829504213295877,0.0,0.0,0.00012368090392556041
